all_kpts,time(ms),vehicle_kpts,vehicle_kpt_sizes
500,10.981,92,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,77.137939,77.137939,77.137939,77.137939,77.137939,77.137939,77.137939,77.137939,92.565529,92.565529,92.565529,92.565529,92.565529,92.565529,92.565529,92.565529,111.078636,111.078636,111.078636,111.078636,111.078636,111.078636,111.078636,111.078636,111.078636,
500,7.87005,102,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,77.137939,77.137939,77.137939,77.137939,77.137939,77.137939,77.137939,77.137939,77.137939,92.565529,92.565529,92.565529,92.565529,92.565529,92.565529,92.565529,92.565529,111.078636,111.078636,111.078636,111.078636,111.078636,111.078636,111.078636,111.078636,111.078636,111.078636,111.078636,
500,9.11113,106,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,77.137939,77.137939,77.137939,77.137939,77.137939,77.137939,77.137939,77.137939,92.565529,92.565529,92.565529,92.565529,92.565529,92.565529,92.565529,92.565529,92.565529,92.565529,111.078636,111.078636,111.078636,111.078636,111.078636,111.078636,111.078636,111.078636,111.078636,111.078636,
500,15.1314,113,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,77.137939,77.137939,77.137939,77.137939,77.137939,77.137939,77.137939,77.137939,92.565529,92.565529,92.565529,92.565529,92.565529,92.565529,92.565529,92.565529,92.565529,92.565529,92.565529,111.078636,111.078636,111.078636,111.078636,111.078636,111.078636,111.078636,111.078636,111.078636,
500,17.1069,109,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,77.137939,77.137939,77.137939,77.137939,77.137939,77.137939,77.137939,77.137939,77.137939,77.137939,77.137939,92.565529,92.565529,92.565529,92.565529,92.565529,92.565529,92.565529,92.565529,92.565529,92.565529,111.078636,111.078636,111.078636,111.078636,111.078636,111.078636,111.078636,111.078636,111.078636,
500,17.5684,125,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,77.137939,77.137939,77.137939,77.137939,77.137939,77.137939,77.137939,77.137939,77.137939,77.137939,77.137939,92.565529,92.565529,92.565529,92.565529,92.565529,92.565529,92.565529,92.565529,92.565529,92.565529,92.565529,111.078636,111.078636,111.078636,111.078636,111.078636,111.078636,111.078636,111.078636,111.078636,111.078636,
500,14.1972,130,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,77.137939,77.137939,77.137939,77.137939,77.137939,77.137939,77.137939,77.137939,77.137939,77.137939,77.137939,77.137939,92.565529,92.565529,92.565529,92.565529,92.565529,92.565529,92.565529,92.565529,92.565529,92.565529,92.565529,111.078636,111.078636,111.078636,111.078636,111.078636,111.078636,111.078636,111.078636,111.078636,111.078636,111.078636,111.078636,
500,15.6662,129,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,77.137939,77.137939,77.137939,77.137939,77.137939,77.137939,77.137939,77.137939,77.137939,77.137939,77.137939,92.565529,92.565529,92.565529,92.565529,92.565529,92.565529,92.565529,92.565529,92.565529,111.078636,111.078636,111.078636,111.078636,111.078636,111.078636,111.078636,111.078636,111.078636,111.078636,111.078636,
500,15.1443,127,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,77.137939,77.137939,77.137939,77.137939,77.137939,77.137939,77.137939,77.137939,77.137939,92.565529,92.565529,92.565529,92.565529,92.565529,92.565529,92.565529,92.565529,111.078636,111.078636,111.078636,111.078636,111.078636,111.078636,111.078636,111.078636,111.078636,111.078636,111.078636,111.078636,
500,14.4902,128,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,31.000000,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,37.200001,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,44.640003,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,53.568005,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,64.281609,77.137939,77.137939,77.137939,77.137939,77.137939,77.137939,77.137939,77.137939,77.137939,77.137939,92.565529,92.565529,92.565529,92.565529,92.565529,92.565529,92.565529,92.565529,92.565529,111.078636,111.078636,111.078636,111.078636,111.078636,111.078636,111.078636,111.078636,111.078636,
