all_kpts,time(ms),vehicle_kpts,vehicle_kpt_sizes
1351,92.5202,166,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,6.788225,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,13.576450,13.576450,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,22.832775,22.832775,27.152901,
1327,75.4359,157,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,13.576450,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,22.832775,22.832775,
1311,88.5588,161,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,6.788225,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,22.832775,22.832775,
1351,96.7036,155,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,6.788225,6.788225,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,13.576450,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,22.832775,
1360,90.4138,163,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,6.788225,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,22.832775,
1347,85.6842,164,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,6.788225,6.788225,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,13.576450,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,22.832775,
1363,91.1539,173,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,6.788225,6.788225,6.788225,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,22.832775,
1331,87.2085,175,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,6.788225,6.788225,6.788225,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,22.832775,
1357,87.7438,177,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,6.788225,6.788225,6.788225,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,22.832775,
1331,92.5488,179,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,4.800000,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,5.708194,6.788225,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,8.072606,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,11.416388,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,16.145212,22.832775,22.832775,
