detection_time(ms),desc_extraction_time(ms),num_matched_kpts
10.4072,6.34281,
6.72516,4.87202,67
16.4118,6.34527,70
16.7296,6.22246,72
17.4412,6.61014,84
7.4028,5.09962,91
16.3806,6.27779,101
16.524,6.93963,92
18.8965,6.07542,93
15.3955,6.22606,93
