detection_time(ms),desc_extraction_time(ms),num_matched_kpts
90.692,0.787909,
83.405,0.665083,141
94.1098,1.27092,134
93.6623,0.683612,131
87.7111,0.700637,130
86.9961,0.672131,134
89.3223,0.775077,146
86.0127,0.735224,150
84.2752,0.747944,148
87.5924,1.27785,152
