detection_time(ms),desc_extraction_time(ms),num_matched_kpts
89.2358,93.3141,
71.2837,61.6548,138
88.968,80.9661,138
95.2838,69.0651,133
83.3021,72.4257,127
92.781,79.3468,129
81.6419,79.9982,146
88.4067,69.7974,147
88.9055,76.5929,151
88.3498,81.6669,150
