detection_time(ms),desc_extraction_time(ms),num_matched_kpts
90.0958,2.77303,
78.1403,2.54311,131
95.4144,2.55182,129
97.7356,2.62884,127
96.1154,2.55488,117
83.5818,2.53693,130
89.3191,2.57436,131
86.8083,2.59303,137
87.0337,2.57523,135
87.0416,2.54743,145
