detection_time(ms),desc_extraction_time(ms),num_matched_kpts
21.2452,40.3676,
13.9245,43.3375,13
28.7589,37.8508,13
23.3403,38.0692,15
26.2302,41.0428,15
32.8274,38.0346,17
25.2446,37.1296,20
28.5609,37.9966,12
25.174,36.9954,21
26.79,37.3771,18
