detection_time(ms),desc_extraction_time(ms),num_matched_kpts
27.6692,1.37921,
14.238,1.54637,115
16.3278,1.32902,111
14.1464,1.32457,104
20.93,1.44656,101
14.3462,0.599709,102
22.4692,1.47133,102
10.6482,0.671415,100
25.4168,0.930308,109
19.0667,0.780716,100
