detection_time(ms),desc_extraction_time(ms),num_matched_kpts
289.488,1.54053,
276.649,1.00468,178
286.281,0.976019,205
286.584,0.97172,185
285.587,1.0235,179
288.731,0.924056,183
283.69,1.04647,195
285.43,0.930215,207
282.664,0.895891,189
279.153,0.899863,183
