detection_time(ms),desc_extraction_time(ms),num_matched_kpts
124.947,39.5603,
102.762,35.8852,65
114.054,36.4867,72
119.271,37.7373,64
119.573,39.7589,66
117.446,36.3485,59
118.884,37.4288,59
120.908,38.0956,64
117.217,36.0578,65
119.924,36.4106,79
