detection_time(ms),desc_extraction_time(ms),num_matched_kpts
292.443,4.55708,
279.489,4.12429,162
287.696,4.43308,175
278.99,4.02952,158
280.978,4.08481,167
284.182,4.01661,160
288.381,5.82545,182
285.786,3.9876,167
285.467,4.0646,171
286.885,4.04963,172
