detection_time(ms),desc_extraction_time(ms),num_matched_kpts
23.4473,240.902,
15.8779,235.796,95
25.1699,236.93,88
14.1938,239.021,80
9.09211,239.359,90
27.3883,242.621,82
27.0525,240.574,79
23.9826,236.388,85
22.5917,238.639,86
21.029,236.83,82
