detection_time(ms),desc_extraction_time(ms),num_matched_kpts
2.69061,4.88617,
2.11692,2.25874,320
5.6997,4.26085,332
5.99914,4.43553,299
1.94941,1.4369,331
6.22831,3.49198,276
7.27612,3.33897,327
6.03477,3.12594,324
7.02443,3.05851,315
4.83954,2.47374,307
