detection_time(ms),desc_extraction_time(ms),num_matched_kpts
10.3929,257.224,
7.23107,242.1,73
18.4347,244.252,74
18.93,244.445,79
14.9493,243.733,85
16.4848,243.75,79
16.4603,243.05,92
16.4657,244.89,90
17.6516,243.822,88
18.101,245.961,91
