detection_time(ms),desc_extraction_time(ms),num_matched_kpts
136.352,241.223,
107.467,242.079,64
114.823,239.401,66
122.455,240.044,62
117.531,239.78,66
114.78,240.313,59
122.136,240.182,64
124.966,239.592,64
122.594,240.311,67
124.584,239.47,80
