detection_time(ms),desc_extraction_time(ms),num_matched_kpts
19.8464,25.5714,
14.0614,26.4523,112
17.5508,22.7968,109
22.9853,22.7966,104
23.9822,22.5804,103
22.8191,18.9203,99
11.3127,25.5426,101
24.8228,21.2762,96
22.4381,20.9115,106
21.2992,25.8678,97
