detection_time(ms),desc_extraction_time(ms),num_matched_kpts
2.65598,47.7078,
1.77091,42.5475,316
4.16424,43.4024,325
5.86729,46.5955,297
5.5227,44.8724,311
4.96045,44.0898,291
4.46837,46.2957,326
6.46544,43.3231,315
2.39582,48.8638,300
7.25325,47.5366,301
