detection_time(ms),desc_extraction_time(ms),num_matched_kpts
95.1284,42.7759,
70.4244,40.8486,126
94.1411,40.5988,129
79.8363,39.438,127
77.5544,40.7437,121
83.1251,39.4463,122
85.452,41.935,133
81.5359,39.4312,144
72.4042,40.5718,147
75.5266,40.3298,138
