detection_time(ms),desc_extraction_time(ms),num_matched_kpts
137.269,0.634889,
105.855,0.64428,86
124.089,0.57627,78
113.519,1.2161,76
123.102,0.629969,85
114.027,0.631847,69
118.742,0.601262,74
118.09,0.625983,76
109.483,1.28202,70
120.626,0.585533,88
