detection_time(ms),desc_extraction_time(ms),num_matched_kpts
20.7625,0.581906,
18.0142,0.916512,14
29.5858,0.531625,11
14.5058,0.799535,15
21.2146,0.361724,20
36.6709,1.38984,24
24.4124,0.876694,26
26.9237,0.380457,16
25.5538,0.949204,24
29.7218,1.06002,23
