detection_time(ms),desc_extraction_time(ms),num_matched_kpts
290.707,46.2124,
273.333,39.0484,182
282.848,46.9436,193
287.851,46.0619,169
284.688,47.5527,183
284.045,44.2245,171
285.947,47.0576,195
285.609,46.1803,194
280.737,44.0748,176
282.379,43.2427,183
