detection_time(ms),desc_extraction_time(ms),num_matched_kpts
23.8077,1.09004,
20.6851,1.07947,106
17.305,1.78689,102
25.5625,1.22578,99
16.1064,1.45058,102
23.7057,1.00504,103
24.5787,1.00851,97
19.1917,1.10378,98
24.3352,0.969827,104
16.1531,1.4063,97
