detection_time(ms),desc_extraction_time(ms),num_matched_kpts
290.378,41.8849,
275.211,40.1637,160
284.671,41.043,177
277.706,40.4672,155
292.233,37.3114,173
285.456,37.1336,161
282.714,39.0834,183
282.892,38.7354,169
276.79,37.0554,178
290.856,38.6804,168
