detection_time(ms),desc_extraction_time(ms),num_matched_kpts
23.2209,250.036,
15.1825,239.706,12
32.2705,246.659,10
18.8167,240.89,14
26.8166,243.432,15
42.0342,240.207,16
28.1252,241.849,16
25.395,242.519,15
18.3507,239.95,23
17.2421,240.319,21
