detection_time(ms),desc_extraction_time(ms),num_matched_kpts
20.4773,0.938886,
19.997,1.20302,12
30.5131,1.65552,12
24.4666,0.94542,15
24.2189,1.29775,18
35.5265,1.26122,24
25.5217,1.129,20
28.0729,1.30442,15
24.7496,0.877437,24
23.6905,0.877776,22
