detection_time(ms),desc_extraction_time(ms),num_matched_kpts
85.3592,26.751,
79.9868,26.0974,134
89.9613,26.265,134
96.4602,30.3008,130
84.2497,27.9464,136
88.293,25.6626,137
89.3163,25.6686,147
85.6645,23.3257,147
87.6046,25.221,154
92.1056,24.9522,151
